nombre,estilo,alcohol_%,min_IBU,max_IBU,astringencia,cuerpo,alcohol_gr/lt,amargor,dulzor,acidez,salado,frutado,lupulo,especias,malteado,opinion_aroma,opinion_apariencia,opinion_paladar,opinion_sabor,opinion_general
Belle Vue Gueuze,Lambic - Gueuze,5.5,0,10,23,38,4,10,91,10,0,44,18,4,41,3.15,3.39,3.2,2.96,3.17
De Troch Oude Gueuze,Lambic - Gueuze,5.5,0,10,13,23,5,14,49,10,0,96,8,14,30,4.75,4.25,4.25,4.75,4.0
Girardin Gueuze 1882 (White Label),Lambic - Gueuze,5.0,0,10,34,30,4,14,83,10,0,88,27,14,18,3.87,4.02,3.97,4.02,4.0
Brabantiae,Lambic - Gueuze,5.0,0,10,13,36,5,18,29,10,0,80,11,2,7,4.1,4.1,4.21,4.31,4.17
Mort Subite Oude Gueuze,Lambic - Gueuze,7.0,0,10,26,38,10,9,82,10,1,92,6,7,33,3.77,3.88,3.77,3.85,3.65
Reuss,Lambic - Gueuze,5.8,0,10,15,7,7,15,16,75,2,18,21,0,18,3.25,3.25,3.5,3.5,3.75
Chapeau Gueuze Lambic,Lambic - Gueuze,5.5,0,10,6,16,6,1,69,69,0,52,3,0,10,2.77,3.09,2.86,4.0,4.0
Iris,Lambic - Traditional,6.5,0,10,13,34,16,90,59,10,0,123,100,17,56,4.2,4.04,4.12,4.23,4.09
Bruocsella (1900) Grand Cru,Lambic - Traditional,5.0,0,10,29,23,6,13,40,10,0,58,16,6,11,4.05,3.74,3.66,3.94,3.89
50 Degrees North-4 Degrees East,Lambic - Traditional,7.0,0,10,21,38,29,17,62,10,0,66,25,5,15,4.31,4.07,4.17,4.3,4.23
Oude Lambiek De Cam,Lambic - Traditional,4.8,0,10,13,33,11,16,61,10,2,94,23,7,21,4.33,3.97,4.18,4.35,4.39
Lambic,Lambic - Traditional,5.0,0,10,33,43,2,9,18,10,0,34,14,12,14,4.08,3.94,4.04,4.21,4.13
Tuverbol,Lambic - Traditional,11.0,0,10,33,43,40,19,48,10,0,91,30,15,24,4.16,3.92,3.85,3.88,3.84
Divina,Lambic - Traditional,5.5,0,10,22,22,2,3,39,10,1,58,5,9,13,3.62,3.62,4.0,3.75,3.88
Lambiek Oud Beersel,Lambic - Traditional,5.6,0,10,15,30,0,8,18,87,2,39,9,2,10,4.33,3.83,4.17,4.33,4.17
Boon Oude Lambic,Lambic - Traditional,6.5,0,10,14,17,2,5,20,48,0,25,7,5,5,4.5,4.0,4.0,4.5,4.5
Lambiek (1 Year Old),Lambic - Traditional,5.0,0,10,16,21,2,0,6,39,0,12,2,6,2,3.95,3.91,4.14,4.05,4.14
Jonge Lambik,Lambic - Traditional,5.0,0,10,6,14,0,2,5,33,0,14,4,2,3,3.5,4.0,4.5,4.0,4.5
Oude Lambik,Lambic - Traditional,5.0,0,10,6,7,2,1,5,22,0,9,1,2,1,3.5,4.5,4.0,4.5,4.5
Lambik (1 Year Old Unblended),Lambic - Traditional,5.0,0,10,14,12,3,1,24,56,0,31,4,6,7,4.0,4.0,3.88,4.38,4.0
Vesterbro Spontanale,Lambic - Traditional,5.5,0,10,2,2,0,0,2,10,0,2,0,0,1,3.86,3.93,3.89,3.86,3.89
Lambiek De Cam,Lambic - Traditional,5.0,0,10,10,2,2,3,9,27,0,17,6,0,2,4.5,4.0,4.5,4.5,4.5
Boon Lambiek,Lambic - Traditional,6.0,0,10,12,6,0,0,3,19,0,4,2,2,4,4.25,4.25,4.0,4.25,4.12
Lambik (2 Year Old Unblended),Lambic - Traditional,5.0,0,10,18,10,2,12,21,48,0,24,15,2,9,4.5,4.0,4.0,4.0,4.0
Jonge Lambiek,Lambic - Traditional,5.0,0,10,9,13,0,3,14,32,0,21,3,5,4,4.0,3.6,4.0,4.1,3.9
Oude Lambik,Lambic - Traditional,5.0,0,10,6,11,0,1,6,17,0,14,0,4,0,4.25,4.0,4.0,4.0,4.0
De Troch Jonge Lambik,Lambic - Traditional,5.0,0,10,2,2,1,0,0,5,0,0,0,0,0,4.0,4.0,4.5,4.5,4.5
Lambik (3 Year Old Unblended),Lambic - Traditional,5.0,0,10,5,9,0,2,4,17,0,5,1,4,5,3.67,3.67,4.17,4.5,4.17
Mort Subite Blonde Lambic,Lambic - Traditional,5.5,0,10,4,1,0,4,4,11,0,4,6,0,0,4.0,4.5,4.0,4.0,4.0
Oud,Lambic - Traditional,6.0,0,10,7,6,1,1,11,34,0,19,2,1,7,4.0,3.25,3.5,3.75,3.25
Tilquin Jonge Lambic,Lambic - Traditional,6.0,0,10,1,1,1,1,5,5,0,5,2,0,0,4.25,3.75,3.25,4.0,3.75
O'Doul's,Low Alcohol Beer,5.0,10,20,22,26,24,20,12,8,0,1,41,6,62,3.5,4.0,4.0,4.0,4.0
O'Doul's Amber,Low Alcohol Beer,5.0,10,20,15,32,34,33,57,17,0,14,57,4,94,3.5,4.0,4.0,4.0,4.0
Kaliber,Low Alcohol Beer,5.0,10,20,9,25,15,17,26,7,0,9,21,2,47,3.5,3.04,4.0,4.0,4.0
Sharp's,Low Alcohol Beer,5.0,10,20,6,13,15,5,15,2,0,4,5,1,44,3.5,4.0,4.0,4.0,4.0
St. Pauli N. A.,Low Alcohol Beer,5.0,10,20,17,19,18,16,16,7,0,2,34,4,50,3.5,4.0,4.0,4.0,4.0
Buckler Non-Alcoholic Brew,Low Alcohol Beer,5.0,10,20,18,21,15,31,24,6,0,6,47,7,56,3.0,4.0,3.0,4.0,3.0
Erdinger Weissbier Alkoholfrei (Non-Alcoholic),Low Alcohol Beer,5.0,10,20,22,32,27,38,46,12,0,14,77,21,90,2.64,3.64,2.86,4.0,4.0
Nanny State,Low Alcohol Beer,5.0,10,20,20,43,37,25,48,57,2,89,16,15,89,3.66,3.78,4.0,4.0,3.03
Beck's Non-Alcoholic,Low Alcohol Beer,5.0,10,20,18,26,34,23,24,6,0,6,48,6,59,3.5,3.03,4.0,4.0,4.0
Busch NA,Low Alcohol Beer,5.0,10,20,5,30,20,9,5,4,1,1,13,0,40,3.5,4.0,4.0,4.0,4.0
Clausthaler Golden Amber,Low Alcohol Beer,5.0,10,20,22,38,29,40,65,16,0,13,70,4,81,3.18,3.74,3.26,3.31,3.39
Drive,Low Alcohol Beer,5.0,10,20,13,24,30,36,15,10,0,5,48,7,40,2.63,3.11,2.92,2.79,4.0
Warsteiner Premium Fresh,Low Alcohol Beer,5.0,10,20,22,23,17,46,18,15,2,5,65,2,57,3.5,4.0,4.0,4.0,4.0
Old Milwaukee Non Alcoholic,Low Alcohol Beer,5.0,10,20,5,28,20,14,17,4,0,1,15,1,44,3.5,4.0,4.0,4.0,4.0
Hefe-Weissbier Alkoholfrei,Low Alcohol Beer,5.0,10,20,8,17,11,6,8,17,0,25,7,2,28,3.3,3.7,4.0,4.0,3.3
Baltika #0 Non-Alcoholic,Low Alcohol Beer,5.0,10,20,4,17,14,16,22,10,0,13,19,1,32,3.5,4.0,4.0,4.0,4.0
Gerstel Non Alcoholic,Low Alcohol Beer,5.0,10,20,7,30,7,33,40,11,0,3,43,1,64,2.88,3.5,3.17,3.0,2.96
ThomasBrau,Low Alcohol Beer,5.0,10,20,12,31,31,24,42,7,0,11,30,0,62,3.5,4.0,4.0,4.0,4.0
Schneider Weisse Tap 3 Mein Alkoholfreies,Low Alcohol Beer,5.0,10,20,7,15,10,4,13,7,0,13,5,6,27,2.6,3.4,2.8,4.0,4.0
Labatt Blue Non-Alcoholic,Low Alcohol Beer,5.0,10,20,8,14,18,12,32,6,0,23,17,0,24,3.17,3.5,3.33,3.83,3.33
Original Alkoholfrei,Low Alcohol Beer,5.0,10,20,16,16,13,18,19,9,0,6,42,4,55,3.5,4.0,3.5,4.0,3.0
Haake Beck NA,Low Alcohol Beer,5.0,10,20,17,22,10,25,24,13,1,11,31,3,33,2.59,4.0,2.93,2.86,3.02
Krombacher Alkoholfrie,Low Alcohol Beer,5.0,10,20,11,19,16,21,24,8,0,7,30,3,29,3.25,4.0,3.5,4.0,4.25
Einbecker Brauherren Non-Alcoholic,Low Alcohol Beer,5.0,10,20,24,13,12,30,8,8,0,6,51,7,39,3.5,3.33,4.0,4.0,4.0
Pabst Blue Ribbon Non-Alcoholic,Low Alcohol Beer,5.0,10,20,14,22,16,12,13,5,0,5,18,0,15,3.5,4.0,4.0,4.0,2.96
Molson Exel,Low Alcohol Beer,5.0,10,20,11,12,5,9,20,4,0,1,11,0,18,3.5,3.06,4.0,4.0,4.0
Alkoholfrei,Low Alcohol Beer,5.0,10,20,14,17,13,25,10,2,0,0,55,5,37,3.5,4.0,4.0,4.0,4.0
Malta India,Low Alcohol Beer,5.0,10,20,4,22,13,19,47,4,0,3,8,2,56,2.75,4.0,4.0,4.0,4.0
Fentimans Full Bodied Shandy,Low Alcohol Beer,5.0,10,20,2,12,7,8,14,25,0,31,11,4,11,3.5,3.5,3.0,4.0,4.0
Weisse Alkoholfrei,Low Alcohol Beer,5.0,10,20,4,8,7,3,12,3,0,7,4,2,15,3.5,4.0,4.0,4.0,4.0
Jupiler NA,Low Alcohol Beer,5.0,10,20,0,5,3,4,7,1,0,0,5,2,7,3.5,4.0,4.0,4.0,4.0
Genesee NA,Low Alcohol Beer,5.0,10,20,2,10,10,3,13,3,0,1,3,3,20,3.5,4.0,4.0,4.0,4.0
Mild Winter,Mild Ale - English Dark,5.6,20,30,11,57,17,35,99,21,0,33,41,19,163,3.65,3.92,3.81,3.85,3.96
Commercial Suicide,Mild Ale - English Dark,2.9,20,30,26,46,14,22,38,73,2,28,22,9,74,3.81,3.54,3.48,3.74,3.9
Black CatMoorhouse's Brewery (Burnley) Ltd,Mild Ale - English Dark,3.4,20,30,15,32,9,66,83,21,0,17,50,6,154,3.74,3.89,3.68,3.78,3.99
Motor City Brewing Ghettoblaster,Mild Ale - English Dark,4.2,20,30,25,48,22,46,67,44,0,32,70,11,155,3.32,3.62,3.28,3.5,3.65
Mild,Mild Ale - English Dark,4.2,20,30,12,73,3,33,39,8,1,7,28,13,115,3.79,3.86,3.81,4.01,4.32
Hockley Dark,Mild Ale - English Dark,5.0,20,30,12,68,8,33,74,19,0,27,32,8,107,3.65,3.69,3.45,3.65,3.76
Dark Ale,Mild Ale - English Dark,4.5,20,30,12,79,5,45,81,22,0,24,35,5,106,3.23,3.28,3.16,3.23,3.47
Neustadt 10w30,Mild Ale - English Dark,5.5,20,30,6,59,9,40,75,14,1,24,31,5,129,3.4,3.61,3.42,3.56,3.62
Cains Dark Mild,Mild Ale - English Dark,3.2,20,30,15,32,10,49,84,11,0,21,46,9,142,3.57,3.95,3.43,3.6,3.73
Solidarity,Mild Ale - English Dark,3.8,20,30,7,82,12,45,36,10,0,4,18,6,102,3.65,3.95,3.85,3.8,3.98
Tooheys Old,Mild Ale - English Dark,4.8,20,30,8,59,10,54,50,9,0,4,36,9,100,3.23,3.5,3.29,3.35,3.62
Black Tusk Ale,Mild Ale - English Dark,5.0,20,30,15,79,7,60,71,13,1,22,38,6,138,3.29,3.62,3.24,3.31,3.45
Floppin' Crappie,Mild Ale - English Dark,4.5,20,30,13,48,6,40,49,11,0,8,41,8,99,2.87,3.39,2.87,2.85,3.04
Dark Ale,Mild Ale - English Dark,5.0,20,30,11,47,9,40,57,10,0,8,30,1,108,3.13,3.22,2.98,3.13,3.33
Mild At Heart,Mild Ale - English Dark,4.3,20,30,7,50,8,23,31,7,0,6,15,12,77,4.25,4.0,3.75,4.08,4.17
Old Gollywobbler Brown Ale,Mild Ale - English Dark,4.0,20,30,6,26,2,21,39,5,0,4,24,5,70,3.69,3.62,3.65,3.81,3.73
Ale Of Fergus,Mild Ale - English Dark,4.0,20,30,4,28,1,14,18,5,0,4,15,7,38,3.62,3.75,3.62,4.0,4.25
Community Dark Mild Ale,Mild Ale - English Dark,3.7,20,30,2,34,2,21,23,2,0,4,14,3,62,3.85,3.75,4.05,4.25,4.35
J. Henry Original Mild Ale,Mild Ale - English Dark,5.9,20,30,4,11,0,5,18,1,0,5,4,1,24,4.0,3.5,4.5,4.0,4.0
After Dark,Mild Ale - English Dark,5.0,20,30,9,59,5,35,60,28,1,32,34,9,88,3.73,3.82,3.68,3.91,4.05
Original Sarah Hughes Dark Ruby MildBeacon Hotel (Sarah Hughes Brewery),Mild Ale - English Dark,6.0,20,30,7,49,5,21,83,55,0,69,14,14,50,3.64,3.64,3.45,3.7,3.48
Oliver's Dark Horse,Mild Ale - English Dark,4.0,20,30,4,33,4,22,25,1,0,1,19,13,48,3.23,3.82,3.23,3.27,3.59
Gale's Festival Mild,Mild Ale - English Dark,4.8,20,30,22,65,16,39,88,46,1,51,38,15,74,3.76,3.93,3.71,3.86,3.93
Nutty Black,Mild Ale - English Dark,3.3,20,30,7,42,6,17,40,9,0,7,20,2,50,3.21,3.71,3.36,3.43,3.57
D'Artagnan Dark British Ale,Mild Ale - English Dark,6.5,20,30,5,38,4,17,23,2,0,2,12,1,54,3.5,3.89,3.44,3.72,3.78
Ruby Mild,Mild Ale - English Dark,4.4,20,30,8,30,5,15,36,14,0,15,13,8,46,3.5,3.88,3.75,3.75,3.88
London Ruby Anglaise,Mild Ale - English Dark,4.0,20,30,5,25,3,20,22,8,0,5,29,2,43,3.32,3.64,3.45,3.41,3.73
Fat Belly Amber,Mild Ale - English Dark,4.6,20,30,1,15,2,10,19,6,0,5,10,1,30,3.44,3.5,3.78,3.83,3.89
Ossian,Mild Ale - English Pale,4.1,15,25,15,64,10,56,71,39,1,46,78,10,101,3.74,3.77,3.78,3.82,3.95
Dead Horse Amber Ale,Mild Ale - English Pale,4.0,15,25,13,35,8,35,40,24,1,30,40,3,77,3.2,3.31,3.17,3.24,3.41
Mild Ale,Mild Ale - English Pale,3.5,15,25,17,33,8,30,25,34,1,28,43,5,43,3.06,4.0,2.88,2.98,3.19
Minerva Pale Ale,Mild Ale - English Pale,6.0,15,25,8,14,7,32,31,18,0,19,49,1,50,3.2,3.8,3.5,3.7,3.8
Hop,Mild Ale - English Pale,5.0,15,25,26,35,2,64,37,32,0,32,76,9,51,3.31,3.37,3.46,3.4,3.63
Golden Pippin Ale,Mild Ale - English Pale,3.9,15,25,13,11,7,23,13,24,2,28,25,5,16,3.57,3.43,3.43,3.43,3.64
Owl's Head Light Ale,Mild Ale - English Pale,3.2,15,25,12,7,2,10,3,1,0,1,10,0,12,2.62,3.38,4.0,4.0,3.38
Blue Label Ale,Mild Ale - English Pale,4.7,15,25,3,27,4,11,12,6,0,4,14,0,40,3.14,3.57,3.43,3.57,3.79
Next Door AleRohrbach Brewing Company (Brewpub),Mild Ale - English Pale,5.6,15,25,1,8,1,6,6,1,0,1,12,1,17,3.5,3.33,3.67,3.5,3.67
Snowdonia Ale (Cwrw Eryri),Mild Ale - English Pale,3.6,15,25,2,0,2,4,0,2,0,2,4,0,1,3.25,3.25,3.25,3.75,3.5
Summer Ale,Mild Ale - English Pale,4.0,15,25,10,23,6,13,12,18,0,19,17,3,30,2.83,4.0,3.28,3.06,3.28
Thwaites Smooth,Mild Ale - English Pale,3.4,15,25,3,17,0,3,8,3,0,1,9,3,10,2.83,3.67,3.33,3.17,3.83
Thoroughbred Gold,Mild Ale - English Pale,4.0,15,25,6,15,5,15,12,9,0,9,16,2,18,3.3,3.6,3.4,3.4,3.6
Colón Rubia,Mild Ale - English Pale,5.0,15,25,4,7,4,22,17,9,0,6,28,0,32,3.33,3.17,3.33,3.67,3.67
Arran Sunset,Mild Ale - English Pale,4.4,15,25,8,5,2,20,13,17,0,18,22,4,13,4.1,3.4,3.3,3.6,3.6
England's Gold,Mild Ale - English Pale,4.6,15,25,8,10,1,14,13,11,0,10,21,3,5,3.33,3.58,3.5,3.67,3.58
Spring Mild,Mild Ale - English Pale,5.0,15,25,0,9,1,6,7,3,0,0,4,1,16,3.67,3.67,3.83,3.67,3.83
Jacob Mac Mild,Mild Ale - English Pale,5.0,15,25,4,4,1,2,3,0,0,0,6,0,12,2.67,4.0,4.0,3.0,3.0
Finchcocks Original,Mild Ale - English Pale,3.5,15,25,3,11,3,18,2,8,0,7,26,3,15,3.7,3.7,3.8,3.7,3.8
Curmudgeon,Old Ale,9.8,30,65,12,39,40,50,68,21,0,34,30,15,97,4.25,3.95,4.11,4.31,4.05
Old Stock Ale,Old Ale,5.0,30,65,13,40,34,37,96,27,1,51,38,19,87,4.11,3.96,4.07,4.17,3.9
Hibernation Ale,Old Ale,8.7,30,65,11,72,41,50,93,14,1,24,35,3,139,4.02,4.06,4.0,4.11,3.93
Adam,Old Ale,10.0,30,65,10,32,38,56,125,25,0,67,31,42,132,4.21,4.18,4.16,4.29,4.05
Fourth Dementia - Bourbon Barrel-Aged,Old Ale,5.0,30,65,13,61,7,30,134,14,0,57,18,32,124,4.56,3.94,4.34,4.64,4.47
Old Jubilation,Old Ale,8.3,30,65,3,37,27,25,64,10,1,32,22,17,72,3.78,3.99,3.86,3.92,3.84
Fuller's Vintage Ale,Old Ale,8.5,30,65,5,67,44,35,79,31,0,63,42,12,90,4.11,4.13,4.17,4.24,4.07
Old Stock Cellar Reserve (Aged In Bourbon Barrels),Old Ale,5.0,30,65,8,61,7,35,106,15,0,38,7,21,128,4.42,3.92,4.06,4.42,4.2
Fourth Dementia (4D),Old Ale,5.0,30,65,2,72,7,25,52,31,0,78,5,21,149,4.3,4.12,4.21,4.36,4.09
Old Peculier,Old Ale,5.6,30,65,10,36,22,40,88,32,2,61,38,9,97,3.85,3.93,3.84,3.98,4.01
Adam From The Wood,Old Ale,5.0,30,65,6,79,7,22,127,25,0,76,8,35,88,4.61,4.18,4.47,4.67,4.55
Ola Dubh Special Reserve 12,Old Ale,8.0,30,65,8,86,7,41,51,7,0,13,16,33,85,4.16,4.04,4.0,4.21,4.04
Cherry Adam From The Wood,Old Ale,5.0,30,65,4,56,7,18,86,21,0,97,8,32,103,4.35,3.73,3.91,4.39,4.1
Winter Ale,Old Ale,6.4,30,65,21,39,31,31,66,22,1,31,76,11,77,3.54,3.61,3.68,3.69,3.71
Christmas Ale,Old Ale,7.7,30,65,6,35,22,31,56,12,1,13,41,33,91,3.64,3.75,3.71,3.77,3.79
Ola Dubh Special Reserve 16,Old Ale,8.0,30,65,9,71,7,37,42,8,0,18,11,31,74,4.12,4.07,4.01,4.15,4.05
Autumn Ale,Old Ale,7.0,30,65,7,42,21,25,55,7,0,15,19,3,91,3.43,3.63,3.44,3.59,3.61
Ola Dubh Special Reserve 18,Old Ale,8.0,30,65,12,79,7,33,75,12,1,27,11,42,97,4.22,4.04,4.02,4.28,4.12
Olde Suffolk English (Strong Suffolk Vintage) Ale,Old Ale,6.0,30,65,16,57,14,31,118,31,0,66,34,27,131,3.94,3.93,3.94,4.09,4.04
Ola Dubh Special Reserve 30,Old Ale,8.0,30,65,7,32,7,44,89,13,0,46,29,4,115,4.26,4.14,4.24,4.36,4.2
Gale's Prize Old Ale,Old Ale,9.0,30,65,10,47,18,20,68,53,1,45,12,12,48,3.81,3.46,3.34,3.57,3.27
Winter Warmer,Old Ale,8.9,30,65,9,44,40,39,73,20,1,42,38,16,79,3.8,3.82,3.79,3.87,3.86
Hibernation Ale - Barrel-Aged,Old Ale,5.0,30,65,5,88,7,35,126,21,0,42,25,40,102,4.14,3.91,3.96,4.05,4.0
Triple Exultation,Old Ale,9.7,30,65,13,59,7,42,113,27,0,56,33,19,103,3.81,3.91,3.73,3.8,3.67
Big Dick's Olde Ale,Old Ale,9.0,30,65,7,63,7,41,127,42,1,59,51,13,109,3.62,3.78,3.51,3.53,3.48
Unobtanium Barrel-Aged Old Ale,Old Ale,11.5,30,65,17,48,7,16,115,34,1,76,16,38,123,3.83,4.0,4.17,4.5,4.33
Thanksgiving Ale,Old Ale,6.7,30,65,18,69,40,42,97,31,1,37,51,4,151,3.83,3.8,3.88,3.97,3.97
Figgy Pudding,Old Ale,11.0,30,65,15,47,7,26,52,49,0,87,8,4,117,4.09,3.97,4.32,4.26,4.12
Ola Dubh Special Reserve 40,Old Ale,8.0,30,65,8,32,7,39,95,16,2,39,26,4,102,4.33,4.09,4.21,4.34,4.16
Old Woody,Old Ale,10.0,30,65,15,73,7,40,111,33,0,60,59,18,88,4.04,3.88,4.06,4.12,4.02
Billy The Mountain,Old Ale,9.1,30,65,38,58,19,26,85,10,0,71,17,9,85,3.72,3.58,3.44,3.56,3.47
Lights Out Holiday Ale,Old Ale,7.0,30,65,11,43,22,37,82,23,0,26,36,22,101,3.5,3.73,3.56,3.6,3.67
Old Flame,Old Ale,7.5,30,65,22,36,24,27,102,48,0,46,23,8,102,3.55,3.8,3.95,3.85,3.65
Dark & Handsome,Old Ale,5.0,30,65,21,80,10,77,54,33,0,44,47,17,108,3.67,3.47,3.39,3.58,3.53
Pale Ale,Pale Ale - American,5.6,25,50,28,34,15,60,39,37,2,45,96,5,48,4.0,4.0,4.0,4.0,4.0
Zombie Dust,Pale Ale - American,6.2,25,50,33,47,14,79,48,72,0,92,16,8,64,4.54,4.22,4.26,4.49,4.51
Dale's Pale Ale,Pale Ale - American,6.5,25,50,9,29,5,39,19,21,1,22,58,1,37,3.85,3.95,3.88,3.98,4.08
Alpha King,Pale Ale - American,6.66,25,50,14,25,6,45,37,41,1,46,78,6,55,4.25,4.12,4.14,4.33,4.33
Pseudo Sue,Pale Ale - American,5.8,25,50,38,43,6,67,36,84,1,120,84,0,23,4.75,4.0,4.0,4.5,4.5
Daisy Cutter Pale Ale,Pale Ale - American,5.2,25,50,28,42,7,70,34,54,0,82,16,4,61,4.28,4.12,4.03,4.16,4.3
420 Extra Pale Ale,Pale Ale - American,5.4,25,50,12,25,6,42,36,37,1,48,69,9,47,3.51,3.63,3.6,3.67,3.86
Mirror Pond Pale Ale,Pale Ale - American,5.0,25,50,19,27,2,51,48,40,0,38,88,3,67,3.8,3.88,3.8,3.95,4.1
Peeper,Pale Ale - American,5.5,25,50,38,29,7,58,20,66,2,80,87,14,46,4.13,4.18,4.03,4.11,4.23
Edward,Pale Ale - American,5.2,25,50,21,14,4,47,35,59,0,89,64,0,27,4.39,4.12,4.18,4.35,4.43
Moon Man No Coast Pale Ale,Pale Ale - American,5.0,25,50,24,31,8,36,31,33,0,41,47,2,39,4.13,3.99,3.95,4.04,4.3
Red Chair NWPA,Pale Ale - American,6.2,25,50,10,42,7,45,48,54,0,62,87,2,80,3.98,4.05,4.08,4.05,4.17
Headwaters Pale Ale,Pale Ale - American,5.2,25,50,22,23,7,58,27,37,1,48,103,3,52,3.91,3.92,3.85,3.91,3.98
Fire Rock Pale Ale,Pale Ale - American,5.8,25,50,14,26,3,43,29,19,0,17,69,1,45,3.5,3.69,3.58,3.64,3.77
Doggie Style,Pale Ale - American,5.5,25,50,28,39,6,80,39,45,1,53,90,10,79,3.61,3.74,3.55,3.64,3.74
Pride & Joy Mild Ale,Pale Ale - American,5.0,25,50,14,27,3,56,49,36,2,35,87,4,58,3.92,3.82,3.84,3.95,4.19
Pale 31 California Pale Ale,Pale Ale - American,4.9,25,50,18,13,3,45,31,51,1,57,76,6,37,3.82,3.75,3.79,3.89,4.13
New DogTown Pale Ale,Pale Ale - American,6.2,25,50,24,26,8,73,47,81,1,108,88,4,47,4.08,3.95,3.91,4.06,4.09
Fresh Hop Pale Ale,Pale Ale - American,6.1,25,50,39,37,9,71,29,43,2,60,16,2,59,4.09,4.09,3.99,4.11,4.14
Phin & Matt's Extraordinary Ale,Pale Ale - American,5.2,25,50,15,41,6,60,24,37,0,37,87,5,70,3.57,3.59,3.57,3.58,3.77
Grunion Pale Ale,Pale Ale - American,5.5,25,50,22,27,8,59,47,49,0,58,83,2,45,3.36,3.59,3.56,3.51,3.72
Saranac American Pale Ale,Pale Ale - American,5.5,25,50,27,30,9,90,23,45,0,52,105,1,46,3.42,3.66,3.42,3.43,3.59
Boat Beer,Pale Ale - American,4.2,25,50,32,35,14,58,33,86,0,111,106,11,62,4.39,3.94,4.22,4.17,4.11
Goose Green Line Pale Ale,Pale Ale - American,5.4,25,50,9,21,4,40,27,33,2,38,58,5,47,3.54,3.68,3.69,3.71,3.9
St. Lupulin,Pale Ale - American,6.5,25,50,24,37,12,63,42,53,0,78,105,4,57,4.06,3.96,4.04,4.06,4.2
Orval Trappist Ale,Pale Ale - Belgian,6.9,20,30,23,23,17,39,38,70,0,39,56,24,23,4.18,4.36,4.07,4.15,4.1
Rare Vos Amber Ale,Pale Ale - Belgian,6.5,20,30,17,29,9,15,60,51,0,48,16,36,35,3.96,4.13,3.96,4.03,4.07
Redemption,Pale Ale - Belgian,5.15,20,30,29,34,10,20,28,52,2,59,24,25,35,3.97,4.08,4.09,4.06,4.22
Palm / Palm Speciale,Pale Ale - Belgian,5.4,20,30,8,34,23,37,73,49,0,63,64,21,88,3.2,3.68,3.43,3.34,3.51
Karma Belgian Style Pale Ale,Pale Ale - Belgian,5.2,20,30,29,43,12,18,108,65,1,93,23,27,70,3.4,3.62,3.43,3.34,3.53
"Luciérnaga, The Firefly",Pale Ale - Belgian,6.5,20,30,26,36,11,36,41,10,0,83,64,37,37,4.12,4.22,3.98,4.07,4.04
Raftman,Pale Ale - Belgian,5.5,20,30,24,47,23,17,70,53,0,65,40,4,69,3.81,3.78,3.79,3.89,3.92
Verboten,Pale Ale - Belgian,5.9,20,30,19,47,19,43,65,71,0,77,53,47,37,3.8,3.87,3.85,3.81,3.83
Stone Soup,Pale Ale - Belgian,5.3,20,30,38,45,22,24,61,81,0,119,38,4,61,3.77,3.69,3.73,3.74,3.86
Liquid Gold,Pale Ale - Belgian,6.0,20,30,21,26,17,21,41,48,1,51,37,50,37,3.92,3.89,3.98,4.09,4.17
De Koninck APA (Antwaarpse Pale Ale),Pale Ale - Belgian,5.2,20,30,17,38,16,33,83,46,1,53,51,13,74,3.58,3.68,3.63,3.66,3.79
Brugse Zot,Pale Ale - Belgian,6.0,20,30,25,30,10,22,41,47,1,55,28,19,40,3.56,3.74,3.62,3.59,3.77
Taras Boulba,Pale Ale - Belgian,4.5,20,30,25,24,4,58,22,45,0,49,83,16,36,3.9,4.02,3.88,3.98,4.09
Dorée,Pale Ale - Belgian,4.8,20,30,26,46,2,11,60,54,2,60,34,25,36,3.8,3.84,3.59,3.66,3.76
The Citizen,Pale Ale - Belgian,7.0,20,30,17,20,16,32,62,41,1,58,38,27,43,3.46,3.54,3.58,3.58,3.46
Belgian Style Amber Ale,Pale Ale - Belgian,5.5,20,30,10,41,11,25,65,32,0,48,32,27,74,3.45,3.53,3.48,3.56,3.55
Singel,Pale Ale - Belgian,6.2,20,30,25,27,16,25,34,47,2,45,34,41,24,4.1,4.05,4.15,4.1,4.0
Saint's Devotion,Pale Ale - Belgian,6.8,20,30,33,44,13,40,65,10,0,118,61,30,27,4.03,4.06,4.09,4.09,4.13
Bruegel Amber Ale,Pale Ale - Belgian,5.2,20,30,15,33,11,31,93,48,1,52,37,13,71,3.46,3.76,3.46,3.46,3.56
Cuvée Des Trolls,Pale Ale - Belgian,7.0,20,30,29,26,18,35,67,73,0,84,55,29,47,3.52,3.48,3.46,3.47,3.58
Hommel Bier,Pale Ale - Belgian,5.9,20,30,26,45,10,72,41,65,0,74,16,28,44,3.7,4.15,3.9,3.9,4.0
Fatty Boombalatty,Pale Ale - Belgian,7.2,20,30,14,36,22,29,48,47,0,67,46,29,50,3.85,3.82,3.81,3.89,3.85
Lil' Devil,Pale Ale - Belgian,5.95,20,30,21,38,16,36,57,59,1,80,57,33,47,3.91,3.72,3.69,3.85,3.85
Hell's Belle,Pale Ale - Belgian,7.0,20,30,19,36,24,32,74,47,0,66,44,40,46,3.52,3.63,3.61,3.54,3.65
Saranac Belgian Ale,Pale Ale - Belgian,5.9,20,30,13,35,14,28,53,30,0,37,37,37,45,3.44,3.44,3.26,3.34,3.37
